Date,GLD,^GSPC,^IXIC,^VIX
2007-01-31,,,,
2007-02-28,0.025451202827030173,-0.021846175991944383,-0.019391797097517482,0.47984644562290035
2007-03-31,-0.011131249335096238,0.009979982939206433,0.0022722059707676046,-0.0505836400202313
2007-04-30,0.02053542010936238,0.043290690426759815,0.042719066377109094,-0.028688529128724105
2007-05-31,-0.023103227112383773,0.032549228707361655,0.031456276360808166,-0.08227848483285649
2007-06-30,-0.01937754431980876,-0.01781632254788501,-0.0004953077929238381,0.24367810766464015
2007-07-31,0.023650293322754035,-0.03198187836198829,-0.021880495140595868,0.4491682761022959
2007-08-31,0.011095846137414656,0.012863572018857905,0.019671946614619573,-0.005952435980963511
2007-09-30,0.1050812664749683,0.03579400817860079,0.04049511170564335,-0.2301111785236778
2007-10-31,0.0695143580717299,0.014822338223554832,0.05834540706551916,0.029444482591417076
2007-11-30,-0.016535271004099905,-0.04404341737941575,-0.06930809064605825,0.23421478638776905
2007-12-31,0.06647697115798756,-0.008628508561297932,-0.0032619549967098926,-0.016178435752335574
2008-01-31,0.10841623260567879,-0.06116343227776988,-0.09894125770142304,0.1644444783528647
2008-02-29,0.052297578769114894,-0.03476119273728817,-0.049534333237952866,0.012977104682715401
2008-03-31,-0.059991647169457374,-0.005959623397817415,0.0033546926466538896,-0.03504145716256102
2008-04-30,-0.0415883418198143,0.047546697641229096,0.058663483586950615,-0.18820771495319588
2008-05-31,0.009232491728512704,0.01067418170406853,0.045532104218336755,-0.142376183812987
2008-06-30,0.0451687217321981,-0.08596238482631446,-0.09104672831169436,0.3432417759630211
2008-07-31,-0.014442009549096912,-0.009859371185302779,0.014204253258555122,-0.04217119819239101
2008-08-31,-0.09291743535130026,0.012190464669121548,0.018047330662384287,-0.09982566966934103
2008-09-30,0.04112104574714248,-0.09079143354379215,-0.11642568360343775,0.9075060589493584
2008-10-31,-0.1613965370422935,-0.16942452401777075,-0.17731894392612801,0.5204366671147329
2008-11-30,0.1257359360970265,-0.0748490423387097,-0.10771957938496624,-0.07697446413980713
2008-12-31,0.07732535516442862,0.007821576633499472,0.026999801023722236,-0.2764109825743962
2009-01-31,0.05536293459751551,-0.08565734305805428,-0.06379712718369723,0.12100000381469722
2009-02-28,0.014456244990885825,-0.10993119762019943,-0.06676966932904327,0.033675252372764586
2009-03-31,-0.02536973490015282,0.08540446199532292,0.10941038418075588,-0.04768067221634498
2009-04-30,-0.03334074188003566,0.09392507914826331,0.12345369734684986,-0.17308562517651838
2009-05-31,0.10232612179073874,0.05308144638516654,0.033209052352545676,-0.2076712307864672
2009-06-30,-0.052182918942994094,0.00019582726560996022,0.034215779765565335,-0.08886582600429782
2009-07-31,0.023799058583926502,0.07414172714778422,0.07817810940560843,-0.016318796924123524
2009-08-31,0.0005356513398515617,0.03356018886854417,0.01544607459881231,0.00347222809888037
